projectRcn;org_id
85336;27471
85336;27476
85336;27479
85336;27656
85336;29558
85336;29626
85336;29667
85336;29668
85336;29876
85336;30180
85337;7515
85337;11387
85337;24228
85337;24421
85337;24882
85337;25765
85337;26309
85337;26650
85337;29604
85338;3213
85338;13295
85338;23348
85338;29587
85338;29862
85339;6268
85339;9458
85339;9865
85339;14588
85339;14649
85339;23774
85339;29252
85339;31578
85340;8293
85340;23211
85340;27476
85340;27478
85341;3550
85341;6066
85341;7500
85341;11062
85341;13624
85341;15100
85341;22538
85341;26668
85341;27471
85341;27691
85341;29672
85341;29970
85341;30119
85342;5173
85342;8526
85342;13628
85342;14693
85342;15227
85342;21294
85342;24421
85342;25177
85342;29541
85342;29568
85342;29773
85342;29862
85343;2018
85343;11062
85343;14890
85343;22625
85343;30098
85343;30378
85344;182
85344;1225
85344;3466
85344;20582
85344;24107
85344;25372
85344;27449
85344;27479
85344;27650
85344;29490
85344;29949
85344;29998
85345;11062
85345;19010
85345;19427
85345;27470
85345;28928
85345;28959
85346;9208
85346;14143
85346;15677
85346;16520
85346;17654
85346;17894
85346;27449
85347;6445
85347;8526
85347;8730
85347;11062
85347;16088
85347;17178
85347;22447
85347;27705
85347;27729
85347;27937
85348;8516
85348;14687
85348;25777
85348;26612
85348;26669
85348;27468
85348;29630
85349;11062
85349;13056
85349;14618
85349;17747
85349;20266
85349;22105
85349;22106
85349;26407
85349;26550
85349;27722
85350;1043
85350;4280
85350;8516
85350;10871
85350;22855
85350;22971
85350;23402
85350;25999
85350;27468
85350;27912
85351;3953
85351;6010
85351;24421
85351;27467
85351;28334
85351;29608
85352;179
85352;17931
85352;20601
85352;29592
85353;178
85353;3561
85353;5173
85353;5215
85353;5538
85353;6066
85353;6463
85353;8268
85353;8289
85353;8296
85353;9427
85353;11141
85353;14693
85353;14705
85353;14714
85353;14753
85353;14763
85353;14859
85353;15177
85353;16006
85353;16498
85353;22585
85353;23773
85353;27451
85353;27472
85353;27474
85353;28027
85353;29667
85353;29724
85353;29768
85353;29791
85353;29854
85353;29855
85353;29863
85353;29876
85354;8159
85354;9957
85354;11062
85354;17886
85354;23303
85354;23842
85354;29947
85355;1662
85355;2750
85355;6442
85355;10950
85355;11062
85355;11339
85355;12486
85355;15680
85355;17497
85355;17722
85355;17724
85355;20575
85355;27252
85355;27953
85356;838
85356;5173
85356;7149
85356;9875
85356;13957
85356;14705
85356;15177
85356;16520
85356;22130
85356;25353
85356;29460
85356;29791
85356;31442
85357;2678
85357;2679
85357;15688
85357;27920
85357;29382
85357;29615
85358;12612
85358;16004
85358;17894
85358;27671
85358;29669
85358;30054
85358;31423
85359;6437
85359;9535
85359;13413
85359;23773
85359;26140
85359;26702
85359;28643
85359;29914
85360;377
85360;1069
85360;1320
85360;3561
85360;4280
85360;5215
85360;6174
85360;6654
85360;7107
85360;9215
85360;10823
85360;11048
85360;11062
85360;13412
85360;14763
85360;14890
85360;15100
85360;15492
85360;16002
85360;16990
85360;20000
85360;22424
85360;22425
85360;22585
85360;23668
85360;24723
85360;26993
85360;27022
85360;27474
85360;27476
85360;27479
85360;27705
85360;28027
85360;29361
85360;29367
85360;29419
85360;29458
85360;29460
85360;29547
85360;29557
85360;29573
85360;29596
85360;29623
85360;29667
85360;29769
85360;29876
85360;29914
85360;29984
85360;30070
85360;30098
85361;2750
85361;14763
85361;27465
85361;31238
85362;1522
85362;2677
85362;4764
85362;14142
85362;14147
85362;19409
85362;25372
85362;27178
85362;27449
85362;27467
85362;28893
85363;5173
85363;6374
85363;14683
85363;16991
85363;28351
85363;29652
85363;29667
85363;29669
85363;30021
85364;24882
85364;28224
85364;29604
85364;30229
85365;7497
85365;14763
85365;15492
85365;15677
85365;16212
85365;20267
85365;22860
85365;29876
85366;2750
85366;8957
85366;27930
85366;27942
85366;28492
85367;2343
85367;13923
85367;14179
85367;15235
85367;17588
85367;20163
85367;29459
85368;462
85368;5737
85368;14146
85368;15668
85368;16024
85368;27432
85368;29406
85368;29617
85369;11048
85369;15100
85369;15688
85369;16002
85369;23668
85369;27743
85369;27744
85369;29667
85370;4683
85370;6374
85370;9427
85370;20000
85370;28027
85370;28028
85370;29480
85374;2105
85374;6066
85374;7320
85374;7864
85374;10097
85374;11062
85374;11159
85374;12235
85374;13955
85374;14613
85374;16695
85374;18224
85374;26695
85374;27152
85374;27153
85374;27154
85374;27155
85374;27157
85375;5173
85375;6068
85375;10946
85375;11063
85375;20029
85375;23949
85375;26695
85376;631
85376;1108
85376;14693
85376;28362
85376;29602
85376;30019
85377;5237
85377;6600
85377;6916
85377;8373
85377;11062
85377;13814
85377;16346
85377;16401
85377;29188
85377;31801
85378;6068
85378;6374
85378;8170
85378;13143
85378;27478
85378;28354
85379;6374
85379;8293
85379;11062
85379;14693
85379;16585
85379;26650
85379;29755
85379;29882
85380;731
85380;2488
85380;6723
85380;14717
85380;16641
85380;18146
85380;25211
85380;27956
85380;28012
85381;377
85381;2106
85381;4854
85381;8786
85381;10425
85381;11062
85381;13745
85381;16261
85381;29611
85382;314
85382;4200
85382;4505
85382;6180
85382;9433
85382;10938
85382;14663
85382;15446
85382;16495
85382;16547
85382;24882
85382;29604
85383;225
85383;3307
85383;3527
85383;3534
85383;5173
85383;7493
85383;11313
85383;11988
85383;13624
85383;14663
85383;14929
85383;15272
85383;15297
85383;16843
85383;17873
85383;19838
85383;19947
85383;19952
85383;20025
85383;21080
85383;28006
85383;28364
85383;29375
85383;29604
85383;29939
85383;30182
85383;30197
85383;30251
85384;1925
85384;8293
85384;9932
85384;17418
85384;19404
85384;24923
85384;26723
85384;26725
85384;27656
85384;30260
85385;1320
85385;7540
85385;23992
85385;26007
85385;27729
85386;6868
85386;20280
85386;26559
85386;27467
85386;27656
85386;28027
85387;5513
85387;13940
85387;16495
85387;18462
85387;22424
85387;22932
85387;27451
85387;27472
85387;28126
85387;29568
85387;29585
85388;284
85388;3454
85388;6374
85388;15822
85388;20090
85388;26447
85388;26612
85388;27163
85388;29424
85389;5173
85389;7515
85389;13940
85389;27472
85389;28247
85389;29881
85390;1163
85390;5173
85390;13340
85390;14687
85390;18966
85390;29482
85390;29635
85391;178
85391;17745
85391;17873
85391;21363
85391;24351
85391;24883
85391;31147
85392;1320
85392;4280
85392;5173
85392;5351
85392;6068
85392;8756
85392;11063
85392;11387
85392;13814
85392;14142
85392;14735
85392;15677
85392;20582
85392;20946
85392;26702
85392;27465
85392;27472
85392;27474
85392;27905
85392;28927
85392;29459
85392;29826
85392;30459
85392;31079
85392;31149
85393;7579
85393;8181
85393;11506
85393;15624
85393;24421
85393;27479
85393;29545
85394;377
85394;1980
85394;4683
85394;5173
85394;6066
85394;8291
85394;11062
85394;15677
85394;16261
85394;17654
85394;20280
85394;21573
85394;22413
85394;27463
85394;27656
85394;28350
85394;29850
85394;30543
85395;10034
85395;13707
85395;13719
85395;21573
85395;28351
85395;28367
85395;29738
85395;31147
85396;1320
85396;8293
85396;13801
85396;14142
85396;25258
85396;28351
85397;178
85397;1320
85397;5173
85397;6066
85397;7107
85397;8293
85397;8516
85397;14693
85397;14735
85397;14988
85397;15176
85397;15677
85397;16990
85397;17654
85397;17894
85397;18025
85397;21115
85397;21805
85397;23773
85397;24723
85397;26434
85397;27461
85397;27466
85397;27471
85397;27474
85397;29140
85397;29382
85397;29491
85397;29565
85397;29594
85397;29791
85397;29826
85397;30145
85397;30180
85397;30267
85398;417
85398;1318
85398;2134
85398;2136
85398;2138
85398;6374
85398;6460
85398;11062
85398;15677
85398;16326
85398;18971
85398;19861
85398;22424
85398;27461
85398;29538
85398;29547
85398;29567
85398;29911
85399;178
85399;5173
85399;5608
85399;8756
85399;13481
85399;13990
85399;23773
85399;27805
85399;29594
85399;29829
85400;13443
85400;25921
85400;29614
85400;29651
85400;29678
85400;31108
85401;340
85401;625
85401;21745
85401;28346
85401;29883
85401;30338
85402;6051
85402;12575
85402;12576
85402;12577
85402;12578
85402;12579
85402;12580
85402;12581
85402;12583
85402;12584
85402;12585
85402;12586
85402;12587
85402;14588
85402;15331
85403;2040
85403;14890
85403;15677
85403;15688
85403;16990
85403;17843
85403;25586
85403;27656
85403;27922
85404;3420
85404;20000
85404;22421
85404;23665
85404;27461
85404;29557
85404;29560
85404;29615
85404;29629
85404;29667
85404;29755
85405;24916
85405;25448
85405;29252
85405;29883
85405;31349
85406;5538
85406;6066
85406;6374
85406;13910
85406;14617
85406;16495
85406;22149
85406;26345
85406;27470
85406;27910
85406;27938
85406;28027
85406;28339
85406;29793
85406;29881
85407;6463
85407;7179
85407;7662
85407;13058
85407;16353
85407;20720
85407;23138
85407;23211
85407;29045
85407;30459
85408;563
85408;3111
85408;14828
85408;19071
85408;20040
85408;20137
85408;25211
85408;28205
85409;5513
85409;6432
85409;10779
85409;11427
85409;11449
85409;11462
85409;22506
85409;23509
85409;29634
85410;1172
85410;3263
85410;4240
85410;5121
85410;5124
85410;9427
85410;12510
85410;26235
85410;27733
85410;29578
85410;29667
85411;178
85411;5173
85411;9578
85411;14693
85411;14735
85411;15100
85411;18680
85411;21281
85411;21662
85411;23668
85411;29809
85411;29826
85412;377
85412;11062
85412;15677
85412;20280
85412;27463
85412;27656
85413;2750
85413;7515
85413;9957
85413;12342
85413;13878
85413;21284
85413;27478
85413;27479
85413;28027
85413;28243
85413;28374
85413;29577
85413;29601
85413;29724
85413;31108
85414;5121
85414;16495
85414;25105
85414;25780
85414;27705
85414;28365
85414;29608
85414;31033
85414;31147
85414;31643
85415;15677
85415;21953
85415;28126
85415;29881
85416;2647
85416;3386
85416;4837
85416;5160
85416;6969
85416;6970
85416;14191
85416;18437
85416;21255
85416;22424
85416;24345
85416;24882
85416;25177
85416;25770
85416;28365
85416;29604
85416;29623
85416;29708
85416;30688
85417;5173
85417;8137
85417;8516
85417;14693
85417;14735
85417;14988
85417;15909
85417;21115
85417;27461
85417;29140
85417;29565
85417;29791
85417;29826
85418;795
85418;4359
85418;6066
85418;7540
85418;9884
85418;18404
85418;19191
85418;20303
85418;27641
85418;30338
85418;30702
85419;7669
85419;11063
85419;14718
85419;16665
85419;16695
85420;10950
85420;12873
85420;18437
85420;27465
85420;27478
85420;28126
85420;29762
85421;696
85421;1637
85421;1643
85421;2188
85421;2665
85421;3915
85421;5121
85421;5352
85421;7824
85421;8454
85421;9953
85421;10507
85421;11018
85421;11062
85421;11464
85421;15045
85421;15187
85421;15640
85421;18252
85421;19709
85421;22403
85421;23061
85421;27025
85421;28911
85421;29459
85421;29578
85421;29592
85421;30054
85421;31036
85421;31330
85422;8526
85422;13214
85422;14511
85422;20398
85422;29652
85422;30191
85423;5173
85423;10776
85423;14687
85423;18437
85423;29949
85423;30119
85424;183
85424;814
85424;2647
85424;9174
85424;11244
85424;17795
85424;22083
85424;25651
85424;28359
85424;29480
85424;29485
85424;29584
85424;29669
85424;29874
85425;7990
85425;8170
85425;11062
85425;14693
85425;28696
85425;29541
85425;29625
85426;4837
85426;21253
85426;24825
85426;28365
85427;2731
85427;20946
85427;23432
85427;27933
85427;28928
85427;29881
85428;8526
85428;27275
85428;27465
85428;27867
85428;28243
85428;29601
85428;30021
85429;1318
85429;1446
85429;6066
85429;6437
85429;8516
85429;9208
85429;9211
85429;20266
85429;21573
85429;21581
85429;24421
85429;24929
85429;27705
85429;27722
85429;27723
85429;27937
85429;29704
85429;29864
85429;29881
85429;30104
85430;6066
85430;21515
85430;22594
85430;24313
85430;24605
85430;25177
85430;29655
85431;11062
85431;11493
85431;14763
85431;17654
85431;19538
85431;24765
85431;26650
85431;29045
85432;269
85432;1015
85432;1320
85432;8516
85432;23889
85432;24723
85432;27466
85432;29594
85433;350
85433;8293
85433;11212
85433;18556
85433;23211
85433;29724
85434;1163
85434;1320
85434;18334
85434;28028
85434;28241
85434;30002
85434;30069
85435;257
85435;1624
85435;1642
85435;10739
85435;12346
85435;16120
85435;17209
85435;21745
85435;21889
85435;22085
85435;23398
85435;23557
85435;25043
85435;26711
85435;27278
85435;28051
85435;28269
85435;29545
85436;3522
85436;3561
85436;6374
85436;8293
85436;13275
85436;17923
85436;20162
85436;21573
85436;22420
85437;178
85437;5135
85437;5140
85437;5150
85437;13710
85437;14929
85437;18535
85437;21367
85437;23509
85437;29202
85437;29763
85437;30156
85437;30785
85438;1479
85438;6472
85438;12256
85438;13058
85438;14157
85438;14890
85438;17648
85438;23180
85438;23182
85438;23557
85438;23684
85438;25885
85438;26952
85438;27474
85438;28269
85439;10353
85439;11791
85439;12716
85439;14029
85439;14211
85439;28891
85440;179
85440;2702
85440;4200
85440;14837
85440;20587
85440;21640
85440;23773
85440;28027
85441;1455
85441;1980
85441;11062
85441;13002
85441;13318
85441;16820
85441;16822
85441;25177
85442;14182
85442;14890
85442;15677
85442;15687
85442;27479
85442;27922
85443;722
85443;793
85443;1172
85443;3385
85443;4372
85443;7497
85443;9208
85443;11048
85443;11062
85443;14546
85443;20000
85443;20267
85443;20582
85443;21099
85443;27248
85443;27691
85443;27705
85443;27922
85443;28643
85443;29667
85443;30072
85443;30104
85443;31108
85444;3054
85444;7007
85444;10408
85444;13342
85444;13740
85444;14890
85444;17000
85444;18635
85444;18645
85444;18656
85444;18948
85444;21474
85444;23267
85444;24170
85444;27074
85444;29459
85444;29460
85444;29552
85444;29587
85444;30069
85444;30197
85444;31521
85445;2690
85445;9208
85445;15492
85445;20280
85445;20585
85445;20589
85445;27461
85445;31034
85446;4280
85446;5539
85446;5759
85446;10113
85446;23723
85446;28355
85446;29539
85447;2061
85447;6858
85447;11895
85447;13242
85447;16520
85447;19570
85447;22106
85447;22622
85447;24293
85447;29881
85448;3951
85448;5156
85448;10086
85448;17793
85448;22511
85448;24421
85448;25878
85448;26670
85448;27468
85448;28374
85448;29604
85448;29615
85449;2702
85449;4200
85449;7497
85449;9433
85449;20266
85449;20582
85449;23953
85449;26223
85449;27248
85449;29367
85449;29724
85449;29914
85450;2000
85450;13629
85450;14142
85450;24107
85450;27467
85450;29705
85450;30145
85451;12138
85451;13144
85451;14693
85451;29125
85451;29667
85451;29863
85451;29914
85451;30069
85451;30180
85451;31238
85452;3027
85452;6374
85452;6921
85452;11018
85452;11062
85452;16120
85452;16585
85452;17648
85452;19364
85452;27848
85452;29302
85452;29592
85452;29652
85452;30584
85453;4223
85453;6921
85453;9535
85453;11791
85453;12121
85453;13628
85453;16276
85453;16498
85453;16520
85453;24421
85453;26497
